run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	library_layout	read_count	base_count	study_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
SRR22859976	SAMN32360870	SRX18818607	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	14294	45579281	PRJNA914892	41676295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/076/SRR22859976/SRR22859976_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/076/SRR22859976	C273	
SRR22859886	SAMN32360885	SRX18818698	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	63924	288732488	PRJNA914892	264910618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/086/SRR22859886/SRR22859886_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/086/SRR22859886	C183	
SRR22859979	SAMN32360868	SRX18818604	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	29163	75423680	PRJNA914892	69181003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/079/SRR22859979/SRR22859979_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/079/SRR22859979	C294	
SRR22859888	SAMN32360883	SRX18818696	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	19275	123330539	PRJNA914892	115917287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/088/SRR22859888/SRR22859888_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/088/SRR22859888	C196	
SRR22859983	SAMN32360864	SRX18818600	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	21559	76707377	PRJNA914892	72322840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/083/SRR22859983/SRR22859983_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/083/SRR22859983	C188	
SRR22859890	SAMN32360881	SRX18818694	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	28826	128951101	PRJNA914892	122411183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/090/SRR22859890/SRR22859890_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/090/SRR22859890	C155	
SRR22859805	SAMN32360923	SRX18818779	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3726655	1125449810	PRJNA914892	324803620;329769993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22859805/SRR22859805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22859805/SRR22859805_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/005/SRR22859805	C292	
SRR22859984	SAMN32360863	SRX18818599	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	20785	63944569	PRJNA914892	58709749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/084/SRR22859984/SRR22859984_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/084/SRR22859984	C56	
SRR22859908	SAMN32360937	SRX18818676	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1416781	427867862	PRJNA914892	119180160;121453036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22859908/SRR22859908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22859908/SRR22859908_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/008/SRR22859908	C868	
SRR22859810	SAMN32360918	SRX18818774	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3216569	971403838	PRJNA914892	279620617;286625741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22859810/SRR22859810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22859810/SRR22859810_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/010/SRR22859810	C263	
SRR22859993	SAMN32360855	SRX18818590	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	67875	339641328	PRJNA914892	311754439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/093/SRR22859993/SRR22859993_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/093/SRR22859993	C208	
SRR22859909	SAMN32360831	SRX18818675	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	26270	221027536	PRJNA914892	202545637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/009/SRR22859909/SRR22859909_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/009/SRR22859909	C96	
SRR22859999	SAMN32360901	SRX18818584	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3473304	868326000	PRJNA914892	271879903;261828586	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859999/SRR22859999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/099/SRR22859999/SRR22859999_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/099/SRR22859999	C167	
SRR22859811	SAMN32360917	SRX18818773	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3729216	932304000	PRJNA914892	303418318;270518888	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22859811/SRR22859811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22859811/SRR22859811_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/011/SRR22859811	C259	
SRR22859910	SAMN32360936	SRX18818674	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1518695	458645890	PRJNA914892	127013310;128437497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22859910/SRR22859910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22859910/SRR22859910_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/010/SRR22859910	C867	
SRR22860000	SAMN32360900	SRX18818583	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3923964	1185037128	PRJNA914892	337864115;344089295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22860000/SRR22860000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/000/SRR22860000/SRR22860000_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/000/SRR22860000	C154	
SRR22859815	SAMN32360914	SRX18818769	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2343163	707635226	PRJNA914892	201877256;204287438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/015/SRR22859815/SRR22859815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/015/SRR22859815/SRR22859815_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/015/SRR22859815	C246	
SRR22859911	SAMN32360935	SRX18818673	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1755636	530202072	PRJNA914892	146017435;148995435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22859911/SRR22859911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/011/SRR22859911/SRR22859911_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/011/SRR22859911	C866	
SRR22860001	SAMN32360899	SRX18818582	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3301139	996943978	PRJNA914892	292970414;297525504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/001/SRR22860001/SRR22860001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/001/SRR22860001/SRR22860001_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/001/SRR22860001	C357	
SRR22859916	SAMN32360930	SRX18818668	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3030960	915349920	PRJNA914892	261398000;265739704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22859916/SRR22859916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22859916/SRR22859916_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/016/SRR22859916	C322	
SRR22859822	SAMN32360907	SRX18818762	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2756908	832586216	PRJNA914892	239157825;244552588	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/022/SRR22859822/SRR22859822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/022/SRR22859822/SRR22859822_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/022/SRR22859822	C207	
SRR22860004	SAMN32360827	SRX18818579	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	29267	182312946	PRJNA914892	171385542	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/004/SRR22860004/SRR22860004_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/004/SRR22860004	C69	
SRR22859918	SAMN32360928	SRX18818666	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3902214	975553500	PRJNA914892	300050915;314082409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/018/SRR22859918/SRR22859918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/018/SRR22859918/SRR22859918_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/018/SRR22859918	C319	
SRR22859827	SAMN32360858	SRX18818756	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3442914	860728500	PRJNA914892	283745866;252536524	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/027/SRR22859827/SRR22859827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/027/SRR22859827/SRR22859827_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/027/SRR22859827	C195	
SRR22860006	SAMN32360895	SRX18818577	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1626679	491257058	PRJNA914892	145225153;145726577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22860006/SRR22860006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22860006/SRR22860006_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/006/SRR22860006	C309	
SRR22859930	SAMN32360830	SRX18818654	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1674207	505610514	PRJNA914892	139803924;148397030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/030/SRR22859930/SRR22859930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/030/SRR22859930/SRR22859930_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/030/SRR22859930	C88	
SRR22859831	SAMN32360855	SRX18818752	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1624160	490496320	PRJNA914892	147154005;148663576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22859831/SRR22859831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22859831/SRR22859831_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/031/SRR22859831	C208	
SRR22860007	SAMN32360894	SRX18818576	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1998998	603697396	PRJNA914892	178319962;180617585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22860007/SRR22860007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22860007/SRR22860007_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/007/SRR22860007	C355	
SRR22859931	SAMN32360829	SRX18818652	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4007479	1001869750	PRJNA914892	323514406;301574212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22859931/SRR22859931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22859931/SRR22859931_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/031/SRR22859931	C85	
SRR22859832	SAMN32360854	SRX18818751	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	682914	206240028	PRJNA914892	64338866;73774320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859832/SRR22859832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859832/SRR22859832_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/032/SRR22859832	C76	
SRR22860012	SAMN32360889	SRX18818571	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1480924	447239048	PRJNA914892	130740525;132551927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/012/SRR22860012/SRR22860012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/012/SRR22860012/SRR22860012_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/012/SRR22860012	C349	
SRR22859933	SAMN32360827	SRX18818650	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3702361	925590250	PRJNA914892	281005729;300915599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/033/SRR22859933/SRR22859933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/033/SRR22859933/SRR22859933_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/033/SRR22859933	C69	
SRR22859833	SAMN32360853	SRX18818750	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2110862	637480324	PRJNA914892	185181218;190649090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/033/SRR22859833/SRR22859833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/033/SRR22859833/SRR22859833_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/033/SRR22859833	C324	
SRR22860014	SAMN32360887	SRX18818569	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4008387	1002096750	PRJNA914892	306364624;322199363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22860014/SRR22860014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22860014/SRR22860014_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/014/SRR22860014	C182	
SRR22859934	SAMN32360820	SRX18818649	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	25244	151034737	PRJNA914892	141861486	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/034/SRR22859934/SRR22859934_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/034/SRR22859934	C326	
SRR22859836	SAMN32360850	SRX18818747	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1450034	437910268	PRJNA914892	132593635;133405189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859836/SRR22859836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859836/SRR22859836_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/036/SRR22859836	C318	
SRR22860019	SAMN32360883	SRX18818564	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	4326425	1306580350	PRJNA914892	386607302;391074941	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/019/SRR22860019/SRR22860019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/019/SRR22860019/SRR22860019_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/019/SRR22860019	C196	
SRR22859938	SAMN32360824	SRX18818645	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4331832	1082958000	PRJNA914892	326093940;348968337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/038/SRR22859938/SRR22859938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/038/SRR22859938/SRR22859938_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/038/SRR22859938	C53	
SRR22860022	SAMN32360812	SRX18818561	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	19752	154789180	PRJNA914892	141864556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/022/SRR22860022/SRR22860022_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/022/SRR22860022	C201	
SRR22859942	SAMN32360820	SRX18818641	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3707367	926841750	PRJNA914892	295405848;256083870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859942/SRR22859942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859942/SRR22859942_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/042/SRR22859942	C326	
SRR22860026	SAMN32360916	SRX18818557	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	94350	343376776	PRJNA914892	315167827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/026/SRR22860026/SRR22860026_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/026/SRR22860026	C256	
SRR22859951	SAMN32360940	SRX18818632	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	63474	371012559	PRJNA914892	341135344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/051/SRR22859951/SRR22859951_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/051/SRR22859951	C871	
SRR22859840	SAMN32360822	SRX18818743	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	13918	91333734	PRJNA914892	83685010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22859840/SRR22859840_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/040/SRR22859840	C43	
SRR22860028	SAMN32360914	SRX18818555	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	60127	205053934	PRJNA914892	188153845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/028/SRR22860028/SRR22860028_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/028/SRR22860028	C246	
SRR22859952	SAMN32360814	SRX18818631	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	36311	256196389	PRJNA914892	235062455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/052/SRR22859952/SRR22859952_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/052/SRR22859952	C249	
SRR22859841	SAMN32360846	SRX18818742	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1558689	470724078	PRJNA914892	139489872;140124702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859841/SRR22859841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859841/SRR22859841_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/041/SRR22859841	C100	
SRR22860029	SAMN32360913	SRX18818554	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	119809	435680940	PRJNA914892	399567330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22860029/SRR22860029_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/029/SRR22860029	C244	
SRR22859953	SAMN32360939	SRX18818630	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	8812	60395039	PRJNA914892	55315144	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/053/SRR22859953/SRR22859953_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/053/SRR22859953	C870	
SRR22859843	SAMN32360844	SRX18818740	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1587961	479564222	PRJNA914892	143316125;143250954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/043/SRR22859843/SRR22859843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/043/SRR22859843/SRR22859843_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/043/SRR22859843	C222	
SRR22860030	SAMN32360912	SRX18818553	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	96601	417762536	PRJNA914892	382240275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/030/SRR22860030/SRR22860030_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/030/SRR22860030	C243	
SRR22859958	SAMN32360934	SRX18818625	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	60295	422148650	PRJNA914892	387371178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/058/SRR22859958/SRR22859958_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/058/SRR22859958	C865	
SRR22859845	SAMN32360842	SRX18818738	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	917982	277230564	PRJNA914892	86758589;96956772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859845/SRR22859845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859845/SRR22859845_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/045/SRR22859845	C45	
SRR22860037	SAMN32360906	SRX18818546	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	74640	252511166	PRJNA914892	231757503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/037/SRR22860037/SRR22860037_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/037/SRR22860037	C194	
SRR22859961	SAMN32360931	SRX18818622	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	86255	254479655	PRJNA914892	233742756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/061/SRR22859961/SRR22859961_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/061/SRR22859961	C329	
SRR22859848	SAMN32360839	SRX18818735	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1082839	327017378	PRJNA914892	103557054;111625282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/048/SRR22859848/SRR22859848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/048/SRR22859848/SRR22859848_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/048/SRR22859848	C3	
SRR22860039	SAMN32360904	SRX18818544	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	64769	285720819	PRJNA914892	261400423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22860039/SRR22860039_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/039/SRR22860039	C189	
SRR22859962	SAMN32360930	SRX18818621	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	60575	198390268	PRJNA914892	181652880	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/062/SRR22859962/SRR22859962_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/062/SRR22859962	C322	
SRR22860041	SAMN32360902	SRX18818542	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	106533	488536392	PRJNA914892	448052695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22860041/SRR22860041_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/041/SRR22860041	C181	
SRR22859963	SAMN32360813	SRX18818620	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	11415	79231104	PRJNA914892	72681478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/063/SRR22859963/SRR22859963_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/063/SRR22859963	C205	
SRR22860042	SAMN32360901	SRX18818541	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	87668	217947000	PRJNA914892	204763352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22860042/SRR22860042_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/042/SRR22860042	C167	
SRR22859967	SAMN32360926	SRX18818616	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	95095	187495192	PRJNA914892	171780445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/067/SRR22859967/SRR22859967_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/067/SRR22859967	C301	
SRR22859850	SAMN32360838	SRX18818662	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	964118	291163636	PRJNA914892	92017092;100681136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/050/SRR22859850/SRR22859850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/050/SRR22859850/SRR22859850_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/050/SRR22859850	C9	
SRR22859969	SAMN32360924	SRX18818614	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	29475	221757127	PRJNA914892	203177021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/069/SRR22859969/SRR22859969_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/069/SRR22859969	C297	
SRR22859855	SAMN32360960	SRX18818729	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23883	65742806	PRJNA914892	62123175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/055/SRR22859855/SRR22859855_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/055/SRR22859855	C908	
